Text,Image_Base64
ꠝꠢꠟꠞ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAACD0lEQVR4nO3WP+g5cRzH8fO7nxDTlYFBKSVZlNwgUkZlMVkug4mkdJMyirpiMpuULnUGg0XKopOsDDYGV0fJfynv7+DH736+w+cbv36/7/B5jq/7qEfuk6gAgPhO/fjfgOcwCBUGocIgVD8JglgulwzDHI9H5QObzTafz8/n89MHLpfLdDq12+0kSd6W9XqtVqv1ev3jjEqlqlQqTqfzFREAAMBqtXI4HK1Wq9vtchzHsuxtd7vdcE+W5Xg8rlwEQTAajaBIEASKouCNfr0yiqLa7XYmk5Fl2e/3f3a32+1ischx3GOp1+sGg8FisTyWRqMBAFar9ZUv5t7vOyRJEsMwpVLp6cThcMjlcrvdLplMUhRFEES32w0EAiaTSaPR3M7UarVUKqXVaiORyDuaP0CFQoFhGJ1Op3xMkmQ6nU4kEjRNi6J4G4PBYK/Xm81mJpPptni9XpZlw+HwmxqCuN8hAKhWqzRNdzqdwWAQjUa32y0ALBaL6/UKALFYbLPZAIDNZpMkCQBCoRAAeDweURSVl8Dj8YzH45fvEPF52u/3+Xz+dDopR5/Pl81mr9druVyez+c3WbPZ5Hl+OBwqT/I83+/3Xwap4Gt/PyaTyfl8drlcj2U0GpnN5sdb+1t9FfTP+na/1BiECoNQYRAqDEKFQagwCBUGocIgVBiECoNQYRAqDEKFQagwCBUGofoAktTcKCvE7QYAAAAASUVORK5CYII=
ꠜꠤꠔ꠆ꠞꠦ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABuklEQVR4nO3Wu4rqUBiGYd1NxBMoNopi56lZhWhrb/qATXoFtRELvYdcgIhgKWhh6yVoYWFECwuJpUXIQTAJy38XgTAMM3s1k5nZ8D/VYiXFy5cmQQAI/CZ/fjrgPQxi+X+C7vd7s9nsdrvejSzL31EEnxiNRoqipFKp1+vl3vA8Px6PP3v/q3y80Ha7FQQhl8ul02lKqXu5Xq9t257NZr4OFASAw+Ewn8/f3jqO4ziOLMv7/T6fzycSiUgk4j5SVTWZTEqSVC6XfSkCgOfzaRjG+XzebDbD4VAQhFAoZJomAFSrVXdJSuntdqOUFgoF3z8Zx3Gr1WoymfA8r6rqYrGoVCreJC5RFOv1eqvVsizLl2HeLaTr+m63a7fb2Wz27TDewTTNYrH4eDwIId+xUCwW4zhuuVyKovhht2VZpVIpHA7btu37Qh7DMNwDIURRFACo1Wqn00nTtF6vd7lcptNpJpM5Ho/+LuSJRqPuodPpXK/XQCAwGAw0TYvH44SQfr/faDQkSdJ13b+BgoC/H/+GQSwYxIJBLBjEgkEsGMSCQSwYxIJBLBjEgkEsGMSCQSwYxIJBLL8u6C/uW2k8KR5IlQAAAABJRU5ErkJggg==
ꠀꠞ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABJUlEQVR4nO3WsW5GUBTAcZpKJBbxAiJGGzF7AJsn8ABWm9FqYzVZkHgMsUhMYmEUo8Qm4nb4WtH2+3qWar/h/Ld7zh1+cRc0IYR6pl7+G/A1BEEhCApBUK8URY3jaNv2uq7f1/M8MwzDcdwxoWk6DENFUa4SkQdFUcTz/HlSFIUgCI/u/1b3nywIAlEUZVk+JnmeE0IkSbrqw3x0B+T7vqqqpmnejkmSOI7DsqxlWVdrKOrzk+377nleVVW3o6ZphJC+74dhOE8u7R20LMs0Ta7rNk1z7HRd37btfFvX9bZt/wIUx7FhGF3XnXdZltV1fZ6kaVqW5aUgmuDvx88hCApBUAiCQhAUgqAQBIUgKARBIQgKQVAIgkIQFIKgEASFIKinA70BvNBAy6UqxygAAAAASUVORK5CYII=
ꠛꠣꠁꠞꠦ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAAB00lEQVR4nO3Wz8spURjA8TOcxSw1C1nYsGBBTZKFSFI27Oz9B/4CPxZKypoVhYXNpNSs7aWUlUwsWZyF1LFizOh5F9y55b7d06tx79vb+W4mT0d9emYaBABA3ynH/wY8x0GsfgpotVrZ6/gdvFQ+n69UKq999++9uCFVVa/Xa7/ft3c7CCEBAG63W7vdppRaU13XF4uFaZqGYTgcDqfTeZ9TSne7XSAQEEURIXQ6nVwuV6fTCYVCtokAwDAMQgghRNO0/X4vy/LxeASAaDRqbVKW5cvlommaNZlMJpIkveWWYYw9Hs90Oq3VaplMBmMsSdKT+3w+D4fDVCp1/zgejwHA5/PZtphfPZ4h0zTr9fpgMEin05+ey+VyxWIxHA6PRqNSqSSKYqFQsF2DEMKPC8bZbDYSiZTL5eVy+XRIVVWv19tsNnu9niAIiUTiHbt59OddDAaDlFIAiMVi6/X6cDhUq9VkMun3+1utlq7r1sn7AXufoU9AjUZjs9kAgKIo8/ncmm+323g83u12rYmiKLPZzF6QAF/5+0EIcbvd1lvgHX0N9A/6KT+u74uDWHEQKw5ixUGsOIgVB7HiIFYcxIqDWHEQKw5ixUGsOIgVB7H6dqAPcDBz3jzaEAwAAAAASUVORK5CYII=
ꠄꠇꠟꠣꠈꠣꠘ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAACrklEQVR4nO2WvWvqUBTAbwJVkLQoIvgB0opxcXBQEHEQ2z+iIAWhSHErlLo5SKEKRVws4qaCoBHsBxQHoUK3irq4VBQEC4qCKA4Rayu3Qx5iEx+X9x4PHe5vCPecnHPzIzkhISCEYJsgNy3ABwuh2Fah6XQajUYLhcLX19dWCHU6HZFIlEql7Hb7aDTapBH8STwePzs7g5uDgBD2+3232/3x8cH51Wo1jUajUql46p+fn81m02Aw7OzscBmCIAKBQDAYnE6njUbj4OBAIpHwuubz+Xw+pyiKIAi1Wt3tdlfPUhSVTqelUumaO2Q2m7nF0dHRamg2m1mW9fl8NE0vi+/u7hQKBa+XOyaTSZlMBiEslUpKpbLVaq3uxnFzc3NxccFLcvx4yxaLRSaTcblcq8nBYHB5eXl+fr63t8dlMpkMRVFarVY4APF4XKvV6nS6x8fHbrfrcDiENdFo9Pr6OhQKrR2hH0JWq5Vl2dPTUy6czWZXV1e7u7u3t7cajQYAUCqVHA6HSqUSi8XCvdrttslkcjqdi8ViNpudnJwIa+r1ulwut1gsLMuiharVqsfj4dYEQXi9XpfLJZFISPJX2eHh4cvLy/v7u3DCAADlctlmswEA8vn88fHx2utls9n9/X2j0SiTyRBCJEnW6/Vl+PDwkEgk9Hr9ZDIZDocAAJZle70eAIBhGJqmSZIsl8vL3re3N5qmuVCn0y3zjUZjWQAAMBgMoVDI7/cDAMbj8WAw4BstpymXyxWLReGURSKRXq8HIYzFYtyE6vX6+/t7hmEqlQpXwzDM6+ursPf5+fnp6el3BeFwuNPp8JIE/PPfj1qtplar1z61f+dvhP4r2/px3R6wEAoshAILocBCKLAQCiyEAguhwEIosBAKLIQCC6HAQiiwEAoshGLrhL4BWcM0yVmNnVwAAAAASUVORK5CYII=
ꠁꠐꠞ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABiklEQVR4nO3WIavCUBTA8burollEFiwTm2HgVlQQ/CI2kzD2CYyabKYZFAwiMlG7giAm+8QvIIjBMjeGcgyD8Z5P3ikODeffzuWGH2dsTAAA9k3xTwOeIxAWgbAIhBVljJ1Op1qt5rpucOo4Duc8Ho/74+Vyud1uqVQquCAIQrfbzefz7xfBj2RZdl3Xsix/XC6XmqYVCoXr9RrcmU6nyWQSQuvXI3McZzAYVCoVf9Q0rV6vJxKJ+/3un0wmEwCQJOn9i3m5IV3XbduuVqv+aJpmv99fr9cAMBwOG43GYrEAAEVRwttQNJDN5/NMJtNqtXq9nn+y3+9VVW2327lcrlQqlcvlcHfDGAvesvP5vNvtZrPZaDQyTdPzPMZYp9MRRVGSpFgsls1mAw3n3LKssERPGzscDsVi0TAMAFitVs1mc7PZPN0Zj8fb7TakRybAn9+P4/GYTqcjkUhYO/i3F6DP9nVfagJhEQiLQFgEwiIQFoGwCIRFICwCYREIi0BYBMIiEBaBsAiE9QCwodxsWNXIxgAAAABJRU5ErkJggg==
ꠜꠣꠞꠣ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABaUlEQVR4nO3WP4rCUBDH8d97qBG1srewNGKVTg9gITYW3sAmdfAIHiGFnWAjURs7T2CvoJUIHsCg4h8UZgtZNxsXpomsxXyqkJniy+MFoogIn0T/d0CYBHEkiCNBnBiA+Xze6/VCg9PptFgstNa+7ycSiVQq9RzdbjcA8XhcKeW6bqFQiLKIiC6Xy+FwWK1W0+m03W43m81kMnk8HonIsiwKGI/H2Wz28RwaRUUDMAxjNBp1u91arbbb7QaDgWma6XQ6lO55HhHl8/koz+NFDMD1em00GsVi8Xw+TyYTAEqp4FK/35/NZtVqtV6vdzqdtwcZ34bDYavVel0ql8uVSuXdZ/MT9FAqldbrdSaTAXC/37fbbS6X01ovl8vgtX2+eR1F4tdn/6gBYNv2ZrMB4DjOfr8P7jiO4/v+n6NIKPn9YEgQR4I4EsSRII4EcSSII0EcCeJIEEeCOBLEkSCOBHEkiCNBnI8L+gLoX9/N1P+FxwAAAABJRU5ErkJggg==
ꠔꠂꠀꠞꠤ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAAB4ElEQVR4nO2Wz8spURjHj6kpsZHsxawoGz+ytBFldvI/2LBSlCxtZ6NYWtkM5Z9QOpNEUmZDUhaSDFkZM89duHfeuby958rUtTif1ZyneaZP3+9ZjA0A0CfB/G+BR6gQic8WOh6Pk8lE07SXPrHf7zOZTLFYtMYI/jCfzzmOSyaTgiDAK1Sr1c1m4/F4dF1/afFbkPkwGAzS6TTP8+v1+h/3JUmaTqcAEAqFVFV9X8gGAKPRqFwuAwBC6Hq9qqp6u90cDgfLss+JKorCsqzT6bwfNU3TdR0hNJvNotFoq9UKBALWVGYQiUS+dW82my6Xyzzp9/tut/vnrVf5utSKomCMz+fz4XB49hYEwev1chxnTHq9HgD4fL638njiS6hUKqVSqXw+b9RhUK/Xw+Ewz/P3Y6fTKRQKdrs9m81aa4PQ35XFYrGH8HVdr9VqGGNzL8vlcrVaPTRlfWWSJAWDQYQQwzCLxeJyuex2u0qlksvl4vH47zwZRtM0v99vNHV/+f4gy7JlCW2320ajcTqdAEAURYxxu91OJBKyLJv1u93ueDw2T0RRHA6Hxtb7CdmA/n78DBUiQYVIUCESVIgEFSJBhUhQIRJUiAQVIkGFSFAhElSIBBUiQYVIUCESHyf0C6pe+f10WF1UAAAAAElFTkSuQmCC
ꠇꠞꠂꠘ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABxUlEQVR4nO3Wv8sBcRzA8fvSlUR+jQzilLoRi9nIYrRYKRP5B4zCIFkZbkDxJxitSrKYrs51MZhOjvg8w1N8nx89X/WcHk993tP1ve/l1ed7XQgAcK+U5a8Bn0MQq38L2u/38/n8crk8VcNxHAcPtFwuw+FwKpVqNpuP7P9ND01IFMV+v2+1WqfTqSzLTx0QAQBN0/L5vGEYX28fDgee53me5zjudDqdz2dCiCAIqqrS2xwOhyRJbrfbBNFtVrFY7Hah63q1Wo1EIvQwJ5OJ1+ulV+r1erlcvj1oSt+AAoFAsVhUFIX+pdFoNB6P6ZV2u+1yuQzDMBf04R06Ho+1Ws3pdHY6Hb/f/74oSVKpVLLZbNls9rZzsVj4fL54PK7rugnHRHUHEUIKhUIul7Pb7RbLfT2ZTFYqlUwmQz82GAyCwaAoih6Px1zQ/cgURblerwAgCMJutwOAaDS62WzoeSYSidVqBQC9Xi+dTm+3WwAIhUKappl1ZN98h1qtlqqqANDtdtfrNX1rOBzOZrNP+xuNhizLZoEI4N+Pn0MQKwSxQhArBLFCECsEsUIQKwSxQhArBLFCECsEsUIQKwSxQhCrlwO9AWpt0YAJ9F8uAAAAAElFTkSuQmCC
⁕,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAAA0UlEQVR4nO3VIQ6EMBCFYbpZgydAUFgu0LtUYevgBggSVHWvgOcYhBPANXCIrttQsslzhU3e78Z9mUla4ZyLntTrbsA1glAEoQhC/QBN0xTe8e19HtZ13fd9GIY0TcuyzPM8PMjbkBDCWtu2rTHmOI7wGg/knFNKVVXVdZ2UsmmaW0Di/JfN8zyOY5Zl27b1fV8URXiQd7IkSbTWy7LUdR3HcXhNdNnQE/qHd+jeCEIRhCIIRRCKIBRBKIJQBKEIQhGEIghFEIogFEEoglCPA30A9L4w/K0caKYAAAAASUVORK5CYII=
ꠜꠣꠞꠣ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABaUlEQVR4nO3WP4rCUBDH8d97qBG1srewNGKVTg9gITYW3sAmdfAIHiGFnWAjURs7T2CvoJUIHsCg4h8UZgtZNxsXpomsxXyqkJniy+MFoogIn0T/d0CYBHEkiCNBnBiA+Xze6/VCg9PptFgstNa+7ycSiVQq9RzdbjcA8XhcKeW6bqFQiLKIiC6Xy+FwWK1W0+m03W43m81kMnk8HonIsiwKGI/H2Wz28RwaRUUDMAxjNBp1u91arbbb7QaDgWma6XQ6lO55HhHl8/koz+NFDMD1em00GsVi8Xw+TyYTAEqp4FK/35/NZtVqtV6vdzqdtwcZ34bDYavVel0ql8uVSuXdZ/MT9FAqldbrdSaTAXC/37fbbS6X01ovl8vgtX2+eR1F4tdn/6gBYNv2ZrMB4DjOfr8P7jiO4/v+n6NIKPn9YEgQR4I4EsSRII4EcSSII0EcCeJIEEeCOBLEkSCOBHEkiCNBnI8L+gLoX9/N1P+FxwAAAABJRU5ErkJggg==
ꠅꠟꠣꠘ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABuElEQVR4nO3Wr6vqYBjA8WfbEcuCIgPfBbFoMc4uCJrsswjLxrFolYlVBP8AYVrEZhOMBotFUEQQDMpwMBgihp2we8c4Xu4Tjt57wvNJ49kPvnvHxjjf9+En4f93wFcUhKEgDAVhPgDAtu1Go3G73cKpJEmu697v93DyeDwAIBaLcRwny/LpdIpeRRTF4XCYSCReUOT/dr1eB4PBbDZTVdWPmEwmkiQF24qiRHd1u11d178Mv4kPF6Df73uep6pqNNeyLFEUM5nM8530er12u22a5gtWJeJXkG3blmVVKpVarRZM5vN5qVRijMXj8efT1ut1KpUqFoue570liDGm63qn06nX68GkXC4vFovj8cgYez5tNBpls9lCoZBMJt8SBACHw0EQBEVRLpeL4zjBcDwe53I5nueXyyUA8Dy/2WwAIJ/Pm6bZarUAwHGc8/n8qqCPcGu32+33+3Q6Xa1Ww+F2u51Op4ZhCIIAAIZhuK4LAJqmaZoWHNNsNqPv4zdxf//9WK1Wsiz/8am9CRL07/24LzUFYSgIQ0EYCsJQEIaCMBSEoSAMBWEoCENBGArCUBCGgjAUhPkE6HT+K87cmg4AAAAASUVORK5CYII=
ꠛꠠ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABSUlEQVR4nO3VseqCUBTH8Z9xhragqTfIScmtTYomn8G1B3D3BQxaWht7idA3KCRcfAAHaQgkBCmT+x+Khn/D2W4N5ztdrsuHew9XQymFX6r3bcD/BMQlIC4BcRGArus2m01VVe/d+/1+OBzatn3vhGE4n891iJRSbduWZVmWZZ7nRVHYtn25XJRSjuMo7fUAENFoNIrjOAzD2WxGRMPhEIBhGADW63WSJDrOBgBgPH8dj8fDNM3T6RQEQZqmx+MRgG3bruvWdX273Xa7nR7Qa6iJaLFYTCaT6XT6/rbdbqMo8jzPcRw9GgD4vMXxeFxV1XN9vV6Xy2XTNNpmiD6Jvu+fz+fBYJBl2X6/X61W/X5f2wG9ZuizNE2JyLIsbRQG9K1+7qUWEJeAuATEJSAuAXEJiEtAXALiEhCXgLgExCUgLgFxCYhLQFx/t+RkTArqL6wAAAAASUVORK5CYII=
ꠀꠞ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABJUlEQVR4nO3WsW5GUBTAcZpKJBbxAiJGGzF7AJsn8ABWm9FqYzVZkHgMsUhMYmEUo8Qm4nb4WtH2+3qWar/h/Ld7zh1+cRc0IYR6pl7+G/A1BEEhCApBUK8URY3jaNv2uq7f1/M8MwzDcdwxoWk6DENFUa4SkQdFUcTz/HlSFIUgCI/u/1b3nywIAlEUZVk+JnmeE0IkSbrqw3x0B+T7vqqqpmnejkmSOI7DsqxlWVdrKOrzk+377nleVVW3o6ZphJC+74dhOE8u7R20LMs0Ta7rNk1z7HRd37btfFvX9bZt/wIUx7FhGF3XnXdZltV1fZ6kaVqW5aUgmuDvx88hCApBUAiCQhAUgqAQBIUgKARBIQgKQVAIgkIQFIKgEASFIKinA70BvNBAy6UqxygAAAAASUVORK5CYII=
ꠎꠐꠤꠟ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAAB70lEQVR4nO2VsariQBSGJ3FBBCtJigSxFsSAiraCZV4hT2BhbGJjJTaxs7HyBRSMog+gopVCBLVRBBVSWGhlYUAkni2y63qFy3j3xt17Yb5qcvgD35yZk1AAgL4S9P8WeIQI4fjOQofDQRTFTCbzOhuEEIKnyefzhmEwDHO9Xp9/66M8KzQej6fTKQCEw+HL5fI6IQoAEEKyLM/n84fmnU4nmqY9Hg9CyLIsy7JM01yv14Ig0DTtcrluSYqiKpVKKBRy8sg2m81wOLw9RiIRe9HtdmVZjkajpmkCQCwWu99Qq9ViWdbBDv24mWWz2U6nAwClUmm73e52O7suy3K9Xtd13bKsh83UajWGYQKBgAON+c2fKdN1vd/vn8/nRqNRrVb9fr9dLxaLuq6rqur1em/hXq+XTCY5jnO73Q7avBEql8uSJAmCUCgU7hPL5ZLneVVVbz1DCKVSqcFgYBgGx3HOCr07ZYlEQtM0APD5fLPZLJ1O7/d7AIjH44vFws6IomhXRqORU3fo3Q9jLpcLBoMIIU3Tms2mJEksyyKEFEU5Ho92ZrVatdttRVHuJ+6T/Br7v2MymfA87+ypfUroFXznn+u/gQjhIEI4iBAOIoSDCOEgQjiIEA4ihIMI4SBCOIgQDiKEgwjhIEI4vpzQTwVTj9qDQMC9AAAAAElFTkSuQmCC
ꠀꠍꠤꠟ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAACJ0lEQVR4nO2WP8hpYRzHj0eynCQxnIWBEyXyZ2BQoiysNgObyWJRykQpZWM1KR0Dq4WyEWJksBiO/C0dgx5/nndw75vrvt3HG7r31vOZznnO99Sn3/PtPEeEEKL+JcDfFriHCOH4/4VWq5Xf74/FYu+woSiKQt8kmUzOZjOlUnm5XL777iN8T6jb7Y5GI4SQyWQ6Ho/vEBIhhHiej0QiEMLf5wchNBgMCoXiens8HiGEzWZzPp+bzWYAgFgs/gyLRKJCoWA0Gt+yZcViUS6XQwgFQbBarYIgCIIwmUwEQTgcDna7/TZcq9VUKtVLJvR1qfP5vEaj0Wq1EomEpmkAAE3T5XI5FArRNC2VSm/DlUqFpmm1Wv3UYH7yhVAmk7HZbIFA4HYxnU5bLBb06znTarXcbjfDMHeKLxNCCKVSKZ/P5/F4btedTmc4HJbJZNPpNBqNfrbN6/W22+3ZbMYwzIuF9vv9YrFIJBLBYNDhcPx4BsD5fKYoqlAorNfrzWbDMMx2ux0OhwCA8Xh8jXEcx7IsAKDb7b7A6FqlUqnkdrvH4/Ftv6rV6mAwQAg1Go3pdIoQYlk2Ho9DCDmO63Q615hOp6vX6xzH9Xq950uN/w4tl8tcLne93u12p9PpLtDv93mef17lUaFsNns3ubeCP8tcLpder39BOR5DhMgf458hQjiIEA4ihIMI4SBCOIgQDiKEgwjhIEI4iBAOIoSDCOEgQjiIEI4PyEygHtJn4K8AAAAASUVORK5CYII=
ꠎꠦ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAAA9UlEQVR4nO3VMQ5EQBTG8dk9gQ4HkFCKxCXEMbQ6ld4RlGqFZg6gcQRRu4NKopi3hc3uht183YxN3q9jmn+ePHMjInEld9MBRxyE/EPQNE36O97oJEmSsizP7/X4MiEp5bZtTdPon44Q4kZEQog8z8dx/DxYlsWyrLqugyDQWvSa1TzPwzC8HsMwNPDBiN5BaZoqpZRSVVVlWWbbtuEg13X7vl/XdZ9NFEWGg9q2dRzH8zwp5SWCDuI47rpOZ8ru55+6KArf93Wu1+659tfxD3eZWRyEcBDCQQgHIRyEcBDCQQgHIRyEcBDCQQgHIRyEcBDCQcgDAh9Vwzrn0U4AAAAASUVORK5CYII=
ꠁꠈꠣꠘ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAABxUlEQVR4nO3Wr8vCQBjA8Zu+mBYcgoiIYaBFYUGLRbGKf4L6R5itOhCbRbQsCGoYOLBqVjBZJgqCYYgimMTjQO4Nexn+ggf0hfcNzzdtdxx8bjvGBM45+U+5/hrwGIKgEASFIKgvQsjhcCiVSpTS2wmPx8MYe17AGGOMiaIoCEIwGLQs63ZWFMVut+v1et8X8ZsURaGUmqZp3yYSCc65pmmSJHHOJ5NJIBBYr9fOlFO9Xi+Xyw+D73X3yi6Xi6Zp6XTaGWm1WuFwWJZlwzAsy8pkMs9bajab1WpVVdX3n8pNd6BcLlcsFuPxuH272WwURclms9frlVJaKBSe1y8WC5/Pl0wmz+fzr4C+nCvDMEKhUK1W63Q69shsNotEIoQQXddlWX65vt/v5/P5WCwmSdKvgH6e0PF4nM/nw+Gw1+vpum4fZ1tDCHE0LpdruVzaF6ZpEkKi0aiqqpVKhRByOp32+/2noocztVqtUqlUu91+eeLG4/FoNOKcDwaD6XT6MNtoNLbb7YeHWuBPvx+73c7v97vd7k/3+lYvQH/bv/tSIwgKQVAIgkIQFIKgEASFICgEQSEICkFQCIJCEBSCoBAEhSCob4Mnc+ByK91/AAAAAElFTkSuQmCC
ꠇꠣꠝ꠆ꠟꠣꠁꠘ꠆ꠔꠞ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAACz0lEQVR4nO2WP0g6URzA3zt/gwRm3Ba5CDqEQYRTgQ6NgRBCDsUhgUNDEKGOCcbhEBQN0lCBHgQh/cFIEIQcxaGlSchVDyM9EDw6r8vvbzh+h6a/Xg4/fg3vM733/fc+8B7cYQBAPwnmfwt8hgqRoEIkqBCJXwihRqMRDAa73e5wGmOMEAIATdMwxiaTyUipqlqv1+12+/v7O8Mw/SkAMJvNeq+BJEm1Ws3pdBpxjHEymXS5XANHwh/cbrexkGU5Go06nc7+VKvVmp2dvb+/LxaLBwcH4XC4vwsA5ufnFUWpVCpGpFgshkKheDy+ubm5sbFhxG9vb1mWhVGMuLKXl5dIJLKzszM5OdkfZ1k2n8/v7u6+vr56PJ7hxre3t3Q67fV69W0ul3t4eACAWCwWi8WMsqurKwCw2+2jbmzwDSmKsr+/b7FYksnkzMzMcHWj0eA47vDwsNfrDWdXVlY4jpubm9O3x8fHwWBwYWHBKLi4uNje3jabzX6/f6TNgBDGeGtra319fWJigmFGP/ZEIsFxXKfTeXp6+pS6u7uz2WyJROLs7EyPTE1NCYLgcrn8fn86nUYILS0thcNhn8/3N5sBoWw2m0qlHA5Hu91uNpsIIVmWRVFECDEMU6lUEEKrq6vLy8uBQMDtdtfr9U6no6eazebj42M2m728vLy5uVFVFSF0fX3N87zFYimVStPT07VajWVZ46aMmZ8ZflZHR0eiKALAyclJtVoFgEwmUy6XBUHweDy5XK5QKMiyzPO8oih6yuh9fn5eXFw8PT3tH+j1ejVN43m+3W4bwUwmUyqVhk8fIfQ1e3t7kiR9USCKoqZp+vrj4yMSiZyfn39//thCa2trgiB8s7jX66mqOtZ8DGP+oEmSZDKZrFbrWF3fZ2yhf82P+5ZRIRJUiAQVIkGFSFAhElSIBBUiQYVIUCESVIgEFSJBhUhQIRJUiMRveAuz1R36KyUAAAAASUVORK5CYII=
ꠈꠥꠟꠤ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAAB20lEQVR4nO3WMYviQBiA4c8I2tgICqYJGEhhIYraWAXFylqw0c7Gwi6Vf0MQSzuxUMwfCFgOpJBUomIRiBaKYBARQjJXeNxlV3eHvUt2l2XeashM4GEyAwlgjOE7xXw14HUUROpHgA6HQ7Va7XQ6nmsAAPDH63a7uq7HYjHHcf7h9ff7MAghtFgsMMbpdNqyLM9BAYyxaZrNZvN8Pj/un2VZ1+v1dDolk8n7E9u2HccBAE3TCoVCv99PpVK+fLJ8Po8xHg6H0WgUY6woSiKRWK/Xbv50Oo3H4+71nvfiUA8GA47jeJ6XZdkwDFEU3bOj0SgSiXAc5+V+PPQXtN1uM5lMqVSybft2uzUajT9TiqKIosiybDgc9lXzAoQQKhaLADCZTOr1untRuVyez+e6rrMs+3kgQRDuA57nf88xjKZp7Xb7eDwCwHg8FgSBYRiE0H12uVz6CHqs1WqFQqHL5bLf7wFgtVrNZjNJkoLBIABIkvT0Yv5v7595wzBkWb6PVVXd7XZ+3Cx3Afzsf2iz2WiapqpqLper1Wreb8PbPQGZptnr9bLZbKVS+YRrRQZ9bT/i98PXKIgUBZGiIFIURIqCSFEQKQoiRUGkKIgUBZGiIFIURIqCSH070C+Ms6WyVh5rZAAAAABJRU5ErkJggg==
ꠢꠞꠣꠁꠔꠦ,iVBORw0KGgoAAAANSUhEUgAAADAAAAAwCAIAAADYYG7QAAACIUlEQVR4nO2WT6gxURTALz41pSSF9bNQpChRSpYW7OxFWShZKCuNvZpkQVnKwkZKrGytZKFs1JT8K/InKYP8mSn3LfTNm49X98Or9+rd3+p07jnT755TMyOCEIKfhPi7BW7BQih+gVC3232pH341Ho+HJMmn279+QrVajWXZfD7/XLsIQrhYLPx+//l8vj9mWVYikUgkEj7DcRwAQCqVchwnFov5o91uNxqNdDodQRAAAIZhFApFLpfT6/WPGfGzslgsfLxarYLBoDADIaxUKkql8r7YZDKdTieapoXFN70vraxeryeTSYqihMlyuQwhfHt7u68/Ho+FQsHpdAIANptNq9Xabrfr9fqxwfzlH6HD4ZBIJPb7fTgcViqV12SxWIxEIgRBeL3eTx/hdrt9Pp/RaAQAxGIxl8sVCoVkMtlzQh8rs9lswWBwOp2Ox+NisciPfTAYDIfDm0XwQbVaTaVSJEn2+/1rxmq1vrKyP7xZrVbTaDQikSgQCGSzWQAAwzDL5VKr1X7MUyymaVqv118DlUrVbrcbjcZsNpPL5dFotNPpGAwGYeXzE+JxOBzxePxyuaTT6clkIjwqlUrNZvMatFotPt/r9ex2O0VRmUyGYZj7gv9HBO9+P2iaPp/PZrP5oYvN53O1Wi18QTzHJ0Lfyy/4uL4IFkKBhVBgIRRYCAUWQoGFUGAhFFgIBRZCgYVQYCEUWAgFFkKBhVD8OKF36/6IJF/lGIEAAAAASUVORK5CYII=
